cash,burn_rate,runway,pmf_score,retention_rate,traction,adaptability,decision_delay,team_strength,tech_debt,scalability,regulatory_risk,external_shock,failure
380794.71765888884,190389.28974993364,2.0000847640066453,0.7319939418114051,0.5986584841970366,0.15601864044243652,0.15599452033620265,0.6970033460183935,0.8661761457749352,0.6011150117432088,0.7080725777960455,0.020584494295802447,0.9699098521619943,0
834118.2143924176,46406.12658226385,17.974312355369314,0.18182496720710062,0.18340450985343382,0.3042422429595377,0.5247564316322378,5.18334022370539,0.2912291401980419,0.6118528947223795,0.13949386065204183,0.29214464853521815,0.3663618432936917,1
461509.2843748656,158109.31247163765,2.918925376123264,0.19967378215835974,0.5142344384136116,0.5924145688620425,0.046450412719997725,7.29053822281726,0.17052412368729153,0.06505159298527952,0.9488855372533332,0.9656320330745594,0.8083973481164611,1
311567.63148163696,24046.062231244854,12.95711657423866,0.6842330265121569,0.4401524937396013,0.12203823484477883,0.4951769101112702,0.41266225338262075,0.9093204020787821,0.2587799816000169,0.662522284353982,0.31171107608941095,0.5200680211778108,0
551243.1765498469,41046.618827477774,13.429685374738565,0.9695846277645586,0.7751328233611146,0.9394989415641891,0.8948273504276488,7.174799745733022,0.9218742350231168,0.0884925020519195,0.1959828624191452,0.045227288910538066,0.32533033076326434,0
394790.5167925872,57913.0611959097,6.816951282493603,0.8287375091519293,0.3567533266935893,0.28093450968738076,0.5426960831582485,1.6910906996971518,0.8021969807540397,0.07455064367977082,0.9868869366005173,0.7722447692966574,0.1987156815341724,0
15466.895952366376,164014.97854869266,0.09430172834961274,0.7068573438476171,0.7290071680409873,0.7712703466859457,0.07404465173409036,4.301588742531271,0.11586905952512971,0.8631034258755935,0.6232981268275579,0.3308980248526492,0.06355835028602363,1
317872.49849850556,68410.74779521568,4.646528633922286,0.7296061783380641,0.6375574713552131,0.8872127425763265,0.4722149251619493,1.4351309512596204,0.713244787222995,0.7607850486168974,0.5612771975694962,0.770967179954561,0.49379559636439074,1
527505.5010881741,88370.49857991718,5.969248896011699,0.02541912674409519,0.10789142699330445,0.03142918568673425,0.6364104112637804,3.77227177291592,0.5085706911647028,0.907566473926093,0.24929222914887494,0.41038292303562973,0.7555511385430487,1
236510.18383670624,20011.082416614634,11.818960059868553,0.289751452913768,0.16122128725400442,0.9296976523425731,0.808120379564417,7.600845078125081,0.8714605901877177,0.8036720768991145,0.18657005888603584,0.8925589984899778,0.5393422419156507,1
809365.7536124219,179737.80348508118,4.503035743838952,0.3180034749718639,0.11005192452767676,0.22793516254194168,0.4271077886262563,9.816177191069917,0.8607305832563434,0.006952130531190703,0.5107473025775657,0.417411003148779,0.22210781047073025,1
128666.71366034598,70834.95842370745,1.8164295783264421,0.9429097039125192,0.32320293202075523,0.5187906217433661,0.7030189588951778,4.363555228551528,0.9717820827209607,0.9624472949421112,0.25178229582536416,0.49724850589238545,0.30087830981676966,0
291992.0894336929,12192.954734133895,23.947607105951754,0.6095643339798968,0.5026790232288615,0.05147875124998935,0.27864646423661144,10.899190631599843,0.23956189066697242,0.1448948720912231,0.489452760277563,0.9856504541106007,0.2420552715115004,0
675414.1919318198,153515.82498909993,4.399638877488859,0.23763754399239967,0.7282163486118596,0.3677831327192532,0.6323058305935795,7.602356529130736,0.5357746840747585,0.0902897700544083,0.835302495589238,0.32078006497173583,0.18651851039985423,1
50367.39013921628,120224.12392170716,0.4189457863882355,0.6775643618422824,0.016587828927856152,0.512093058299281,0.22649577519793795,7.742073484913398,0.17436642900499144,0.690937738102466,0.3867353463005374,0.9367299887367345,0.13752094414599325,1
347655.68753975595,27127.33664191487,12.815695552013306,0.9246936182785628,0.877339353380981,0.2579416277151556,0.659984046034179,9.80666640241459,0.5552008115994623,0.5296505783560065,0.24185229090045168,0.09310276780589921,0.8972157579533268,0
901413.8765916971,128454.78416828725,7.0173632101608945,0.3390297910487007,0.3492095746126609,0.7259556788702394,0.8971102599525771,10.645037091181408,0.7798755458576239,0.6420316461542878,0.08413996499504883,0.16162871409461377,0.8985541885270792,1
610364.769062994,6793.425065242782,89.84639753896822,0.1014715428660321,0.6635017691080558,0.005061583846218687,0.16080805141749865,6.584805472399033,0.6918951976926933,0.6519612595026005,0.22426930946055978,0.7121792213475359,0.23724908749680007,1
332145.70117767504,150565.8239980147,2.2059833523844996,0.6496328990472147,0.8492234104941779,0.6576128923003434,0.5683086033354716,1.1240972139371097,0.3677158030594335,0.26520236768172545,0.24398964337908358,0.9730105547524456,0.3930977246667604,1
893126.0896253422,128072.03206946627,6.9736231649772735,0.7948113035416484,0.5026370931051921,0.5769038846263591,0.4925176938188639,2.342915853576534,0.7224521152615053,0.2807723624408558,0.02431596643145384,0.6454722959071678,0.17711067940704894,0
941053.9985093852,191016.07251550455,4.926569718016796,0.9148643902204485,0.3701587002554444,0.015456616528867428,0.9283185625877254,5.138209779807772,0.9666548190436696,0.9636199770892528,0.8530094554673601,0.2944488920695857,0.38509772860192526,0
852625.3048016883,66799.79100547414,12.763891802173708,0.1694927466860925,0.5568012624583502,0.936154774160781,0.696029796674973,6.84073404107238,0.09717649377076854,0.6150072266991697,0.9900538501042633,0.14008401523652403,0.5183296523637367,1
878599.3412086759,149449.88046206988,5.878889554760553,0.697015740995268,0.7024840839871093,0.35949115121975517,0.29359184426449336,9.712333865742163,0.8101133946791808,0.8670723185801037,0.9132405525564713,0.5113423988609378,0.5015162946871996,1
800312.2271771074,131742.9665016642,6.074800411959736,0.7019668772577033,0.795792669436101,0.8900053418175663,0.3379951568515358,4.506995431679329,0.093981939840869,0.578280140996174,0.035942273796742086,0.46559801813246016,0.5426446347075766,0
293675.8396070016,120212.48581095709,2.442972854490575,0.03050024993904943,0.03734818874921442,0.8226005606596583,0.3601906414112629,1.5247261518226174,0.5222432600548044,0.7699935530986108,0.21582102749684318,0.6228904758190003,0.085347464993768,1
61164.90395692162,108614.15315578885,0.5631393532037283,0.5406351216101065,0.6374299014982066,0.7260913337226615,0.9758520794625346,6.195604179614344,0.32295647294124596,0.7951861947687037,0.2708322512620742,0.4389714207056361,0.07845638134226596,1
35097.23598130293,192716.4408621954,0.18211853552442733,0.8359801205122058,0.695974206093698,0.4089529444142699,0.17329432007084578,1.8772445120530326,0.25024289816459533,0.5492266647061205,0.7145959227000623,0.6601973767177313,0.27993389694594284,1
955316.6278565621,148889.89875567486,6.416262189983864,0.5543540525114007,0.6117207462343522,0.4196000624277899,0.24773098950115746,4.271672143815139,0.7578461104643691,0.014393488629755868,0.11607264050691624,0.04600264202175275,0.040728802318970136,0
856905.9781708971,142213.28257910462,6.0254989029892645,0.4741738290873252,0.09783416065100148,0.49161587511683236,0.4734717707805657,2.078422438920182,0.43385164923797304,0.39850473439737344,0.6158500980522165,0.6350936508676438,0.04530400977204452,0
380866.4884802065,127042.6835642761,2.997941146980814,0.5031362585800877,0.8564898411883223,0.658693631618945,0.1629344270814297,0.8468249688051581,0.6424192782063156,0.026511310541621813,0.5857755812734633,0.9402302414249576,0.575474177875879,0
